y[m],u_mean_PIV[m/s],u_std_PIV[m/s],u_mean_CFD[m/s],u_std_CFD[m/s]
0.0,0.006669780557289999,0.010309246819814988,0.0,0.0
0.00010050251145728643,0.009231986095176578,0.012808110115647784,0.0010998710669522607,0.0004801866492468815
0.00020100502291457286,0.01187132408916109,0.015416362629491396,0.0021997421339045213,0.000960373298493763
0.0003015075343718593,0.014510662083145632,0.018096402264413336,0.003299613200856781,0.0014405599477406435
0.0004020100458291457,0.017150000077130155,0.020820525913362874,0.004399484267809043,0.001920746596987526
0.0005025125572864322,0.019789338071114687,0.023573455620774637,0.005499355334761303,0.0024009332462344066
0.0006030150687437185,0.022428676065099212,0.02634616303567396,0.006599226401713562,0.002881119895481287
0.000703517580201005,0.025068014059083762,0.029133001728315934,0.007699097468665818,0.0033613065447281694
0.0008040200916582914,0.027707352053068273,0.031930271826338584,0.008798968535618085,0.003841493193975052
0.0009045226031155778,0.030346690047052784,0.03473545327626731,0.009898839602570354,0.004321679843221935
0.0010050251145728643,0.032986028041037334,0.037546772909448446,0.010998710669522606,0.004801866492468813
0.0011055276260301507,0.035625366035021866,0.04036294815448569,0.012098581736474864,0.005282053141715693
0.001206030137487437,0.038264704029006384,0.04318302904766843,0.013198452803427125,0.005762239790962574
0.0013065326489447235,0.04090404202299089,0.04600629737268491,0.014298323870379392,0.006242426440209456
0.00140703516040201,0.043543380016975435,0.04883220028176203,0.015398194937331636,0.006722613089456339
0.0015075376718592965,0.04618271801095999,0.05166030542858209,0.01649806600428394,0.007202799738703214
0.0016080401833165829,0.04882205600494447,0.05449026991851596,0.01759793707123617,0.007682986387950104
0.0017085426947738693,0.051132072341643686,0.05681531427738178,0.018697808138188422,0.008163173037196983
0.0018090452062311556,0.052811779775106954,0.05839592381435077,0.01979767920514071,0.00864335968644387
0.0019095477176884422,0.05449148720857019,0.06004599935651957,0.020897550272092977,0.009123546335690748
0.0020100502291457286,0.05617119464203347,0.061759973269203516,0.02199742133904521,0.009603732984937626
0.002110552740603015,0.05785090207549672,0.06353267424404715,0.02309729240599749,0.010083919634184512
0.0022110552520603014,0.059530609508959956,0.06535932400113681,0.02419716347294973,0.010564106283431386
0.002311557763517588,0.06121031694242316,0.06723552565473735,0.025297034539901966,0.011044292932678283
0.002412060274974874,0.06289002437588648,0.06915724636760776,0.02639690560685425,0.011524479581925148
0.0025125627864321606,0.0645697318093497,0.07112079638986792,0.02749677667380656,0.012004666231172025
0.002613065297889447,0.066249439242813,0.07312280610046355,0.028596647740758784,0.012484852880418913
0.002713567809346734,0.0679291466762762,0.0751602022601112,0.029696518807711052,0.012965039529665786
0.00281407032080402,0.0696088541097395,0.07723018434817795,0.030796389874663273,0.013445226178912677
0.0029145728322613066,0.07128856154320268,0.07933020158819831,0.03189626094161556,0.013925412828159567
0.003015075343718593,0.07296826897666596,0.08145793105949041,0.03299613200856788,0.014405599477406428
0.0031155778551758793,0.07464797641012921,0.08361125713598083,0.03409600307552008,0.014885786126653325
0.0032160803666331657,0.07632768384359247,0.085788252378303,0.03519587414247234,0.015365972775900207
0.003316582878090452,0.07800739127705575,0.0879871599228297,0.036295745209424544,0.015846159425147086
0.0034170853895477385,0.07878908535346842,0.08895976246216829,0.037395616276376845,0.016326346074393965
0.003517587901005025,0.07927869460567182,0.08958577327666775,0.03849548734332909,0.016806532723640848
0.0036180904124623113,0.07976830385787513,0.09021387261460645,0.03959535841028142,0.01728671937288774
0.0037185929239195977,0.08025791311007849,0.09084401715557909,0.0406952294772337,0.017766906022134602
0.0038190954353768845,0.0807475223622818,0.09147616463371573,0.041795100544185955,0.018247092671381495
0.0039195979468341705,0.08123713161448518,0.09211027381090008,0.042894971611138186,0.018727279320628367
0.004020100458291457,0.0817267408666885,0.09274630445056069,0.04399484267809042,0.019207465969875253
0.004120602969748743,0.08221635011889189,0.09338421729203501,0.04509471374504266,0.019687652619122146
0.00422110548120603,0.08270595937109518,0.09402397402550443,0.04619458481199498,0.020167839268369025
0.004321607992663317,0.08319556862329858,0.09466553726749904,0.04729445587894727,0.020648025917615907
0.004422110504120603,0.08368517787550195,0.09530887053696821,0.04839432694589946,0.021128212566862772
0.00452261301557789,0.08417478712770529,0.0959539382319125,0.04949419801285165,0.02160839921610966
0.004623115527035176,0.0846643963799086,0.09660070560657207,0.05059406907980393,0.022088585865356565
0.004723618038492462,0.08515400563211195,0.09724913874916488,0.051693940146756316,0.022568772514603437
0.004824120549949748,0.08564361488431527,0.09789920456016914,0.0527938112137085,0.023048959163850295
0.004924623061407035,0.08613322413651867,0.09855087073114148,0.05389368228066086,0.0235291458130972
0.005025125572864321,0.08656163652140972,0.09911293227375967,0.05499355334761312,0.02400933246234405
0.005125628084321608,0.08660999626147729,0.09923009722944892,0.05609342441456534,0.024489519111590963
0.005226130595778894,0.08665835600154483,0.09934820316929516,0.05711297428898702,0.024933167943175686
0.005326633107236181,0.08670671574161251,0.09946724674136635,0.05734653834504265,0.025019274720135813
0.005427135618693468,0.08675507548167999,0.0995872245832105,0.057580102401098315,0.025105381549338498
0.0055276381301507535,0.08680343522174779,0.09970813332223401,0.05781366645715398,0.025191488430248092
0.00562814064160804,0.08685179496181532,0.09982996957607783,0.05804723051320979,0.025277595362336123
0.005728643153065326,0.08690015470188289,0.09995272995299083,0.05828079456926538,0.02536370234508136
0.005829145664522613,0.08694851444195058,0.1000764110522006,0.05851435862532117,0.02544980937796963
0.005929648175979899,0.08699687418201815,0.10020100946428222,0.05874792268137684,0.02553591646049373
0.006030150687437186,0.0870452339220857,0.10032652177152353,0.05898148673743257,0.025622023592153157
0.006130653198894472,0.08709359366215336,0.10045294454828801,0.05921505079348822,0.02570813077245423
0.006231155710351759,0.08714195340222101,0.10058027436137525,0.05944861484954396,0.02579423800090982
0.006331658221809045,0.08719031314228859,0.1007085077703778,0.059682178905599646,0.025880345277039273
0.0064321607332663315,0.08723867288235612,0.10083764132803599,0.05991574296165546,0.025966452600368253
0.006532663244723618,0.08728703262242377,0.10096767158058881,0.060149307017711144,0.02605255997042885
0.006633165756180904,0.08733539236249138,0.10109859506812298,0.060382871073766886,0.026138667386759216
0.006733668267638191,0.08741414195981216,0.10124861230759988,0.06061643512982241,0.02622477484890353
0.006834170779095477,0.08752067724850462,0.10141295914031377,0.06084999918587818,0.026310882356412022
0.006934673290552764,0.0876272125371972,0.1015786628618692,0.06108356324193392,0.026396989908840745
0.00703517580201005,0.08773374782588961,0.10174571684275302,0.06131712729798952,0.026483097505751535
0.007135678313467337,0.08784028311458211,0.1019141144430746,0.06155069135404523,0.026569205146711895
0.007236180824924623,0.08794681840327458,0.10208384901352711,0.06178425541010106,0.02665531283129496
0.007336683336381909,0.08805335369196697,0.10225491389633626,0.06201781946615678,0.02674142055907931
0.007437185847839195,0.08815988898065942,0.10242730242619749,0.0622513835222125,0.02682752832964898
0.007537688359296482,0.08826642426935204,0.10260100793120099,0.06248494757826808,0.02691363614259327
0.007638190870753769,0.08837295955804453,0.10277602373374374,0.0627185116343238,0.026999743997506806
0.007738693382211055,0.088479494846737,0.10295234315143001,0.06295207569037949,0.02708585189398927
0.007839195893668341,0.0885860301354294,0.10312995949795867,0.06318563974643523,0.02717195983164549
0.007939698405125628,0.08869256542412192,0.10330886608399803,0.06341920380249089,0.027258067810085263
0.008040200916582915,0.08879910071281437,0.10348905621804813,0.06365276785854661,0.027344175828923328
0.008140703428040201,0.0889056360015069,0.10367052320729007,0.06388633191460234,0.02743028388777916
0.008241205939497486,0.08901217129019942,0.10385326035842238,0.06411989597065798,0.027516391986277148
0.008341708450954773,0.08911870657889182,0.10403726097848458,0.06435346002671369,0.027602500124046234
0.00844221096241206,0.08915839996957815,0.10406642181238968,0.06458702408276934,0.02768860830072009
0.008542713473869347,0.08919214393800676,0.10408624664523441,0.06482058813882507,0.02777471651593682
0.008643215985326634,0.08922588790643525,0.10410683823728159,0.06505415219488082,0.02786082476933912
0.008743718496783919,0.08925963187486383,0.10412819613364598,0.06528771625093649,0.027946933060573935
0.008844221008241206,0.08929337584329236,0.1041503198628941,0.06552128030699228,0.028033041389292728
0.008944723519698492,0.08932711981172091,0.1041732089370959,0.06575484436304788,0.02811914975515111
0.00904522603115578,0.08936086378014943,0.10419686285187814,0.06598840841910367,0.028205258157808888
0.009145728542613064,0.08939460774857802,0.10422128108647942,0.06622197247515937,0.028291366596930077
0.009246231054070351,0.08942835171700654,0.10424646310380689,0.06645553653121504,0.028377475072182797
0.009346733565527638,0.0894620956854351,0.10427240835049502,0.06668910058727073,0.02846358358323906
0.009447236076984925,0.08949583965386367,0.10429911625696536,0.06692266464332643,0.02854969212977496
0.00954773858844221,0.08952958362229223,0.10432658623748858,0.06715622869938223,0.028635800711470354
0.009648241099899497,0.08956332759072072,0.10435481769024797,0.06738979275543795,0.0287219093280091
0.009748743611356784,0.08959707155914927,0.10438380999740436,0.0676233568114936,0.02880801797907866
0.00984924612281407,0.0896308155275778,0.10441356252516297,0.06785692086754928,0.028894126664370447
0.009949748634271357,0.08966455949600638,0.10444407462384166,0.067999808039469,0.0289465769626404
0.010050251145728642,0.08968094562090774,0.1044443056368606,0.06776841689407667,0.028860098661592393
0.01015075365718593,0.0896615924280291,0.10438188304147863,0.06753702574868421,0.028773620424039536
0.010251256168643216,0.08964223923515066,0.10432041507055817,0.06730563460329181,0.02868714225055616
0.010351758680100503,0.089622886042272,0.1042599034125382,0.06707424345789934,0.028600664141723308
0.010452261191557788,0.08960353284939351,0.10420034973348062,0.0668428523125068,0.028514186098129394
0.010552763703015075,0.08958417965651501,0.10414175567685223,0.0666114611671146,0.028427708120369644
0.010653266214472362,0.0895648264636364,0.1040841228633086,0.06638007002172193,0.0283412302090467
0.010753768725929648,0.08954547327075779,0.10402745289048036,0.06614867887632968,0.028254752364770645
0.010854271237386935,0.0895261200778792,0.10397174733276114,0.06591728773093726,0.028168274588158983
0.01095477374884422,0.08950676688500071,0.10391700774109865,0.06568589658554486,0.02808179687983679
0.011055276260301507,0.08948741369212217,0.10386323564278764,0.06545450544015234,0.027995319240436925
0.011155778771758794,0.08946806049924354,0.10381043254126503,0.06522311429476002,0.027908841670600062
0.01125628128321608,0.08944870730636499,0.10375859991590804,0.0649917231493675,0.027822364170974893
0.011356783794673366,0.08942935411348643,0.10370773922183459,0.06476033200397514,0.027735886742218083
0.011457286306130653,0.08941000092060782,0.10365785188970611,0.06452894085858273,0.027649409384994654
0.01155778881758794,0.08939064772772926,0.10360893932553353,0.06429754971319028,0.027562932099977868
0.011658291329045226,0.08937129453485076,0.10356100291048531,0.0640661585677978,0.0274764548878495
0.011758793840502511,0.0893345738501841,0.10348667469553839,0.06383476742240542,0.027389977749299948
0.011859296351959798,0.08929164344280105,0.1034007772515135,0.06360337627701311,0.027303500685028303
0.011959798863417085,0.08924871303541781,0.10331524727627013,0.06337198513162064,0.027217023695742637
0.012060301374874372,0.08920578262803466,0.10323008568319303,0.06314059398622823,0.02713054678215993
0.012160803886331659,0.08916285222065151,0.10314529338474304,0.0629092028408358,0.02704406994500644
0.012261306397788944,0.08911992181326849,0.10306087129242045,0.06267781169544327,0.026957593185017645
0.01236180890924623,0.0890769914058853,0.10297682031672857,0.06244642055005091,0.026871116502938573
0.012462311420703517,0.08903406099850213,0.10289314136713654,0.06221502940465844,0.026784639899523857
0.012562813932160804,0.08899113059111899,0.1028098353520425,0.061983638259265963,0.026698163375537882
0.01266331644361809,0.08894820018373582,0.10272690317873623,0.061752247113873594,0.026611686931754974
0.012763818955075376,0.08890526977635271,0.10264434575336143,0.061520855968481274,0.026525210568959484
0.012864321466532663,0.08886233936896953,0.1025621639808783,0.06128946482308876,0.026438734287946193
0.01296482397798995,0.08881940896158647,0.10248035876502543,0.061058073677696334,0.026352258089520162
0.013065326489447237,0.08877647855420326,0.10239893100828197,0.06082668253230391,0.026265781974497162
0.013165829000904522,0.08873354814682012,0.10231788161182902,0.06059529138691156,0.026179305943703657
0.013266331512361808,0.08869061773943701,0.10223721147551136,0.06036390024151911,0.026092829997977098
0.013366834023819095,0.08863398050849129,0.10212733454582294,0.060132509096126614,0.026006354138166106
0.013467336535276382,0.08841013414104586,0.10176826932733114,0.05990111795073425,0.025919878365130516
0.013567839046733667,0.08818628777360044,0.10141024890397986,0.05966972680534182,0.025833402679741838
0.013668341558190954,0.08796244140615504,0.10105328438054473,0.059438335659949444,0.02574692708288316
0.013768844069648241,0.08773859503870955,0.10069738698627939,0.059206944514557026,0.025660451575449595
0.013869346581105528,0.08751474867126417,0.10034256807594136,0.05897555336916453,0.025573976158348187
0.013969849092562815,0.08729090230381878,0.09998883913080756,0.05874416222377207,0.0254875008324984
0.0140703516040201,0.08706705593637334,0.09963621175967732,0.05851277107837964,0.025401025598832245
0.014170854115477386,0.08684320956892788,0.09928469769986295,0.05828137993298725,0.02531455045829445
0.014271356626934673,0.08661936320148253,0.09893430881816606,0.058049988787594806,0.025228075411842594
0.01437185913839196,0.08639551683403704,0.09858505711183867,0.05781859764220246,0.025141600460447562
0.014472361649849245,0.08617167046659172,0.0982369547095282,0.05758720649681002,0.025055125605093622
0.014572864161306532,0.0859478240991462,0.09789001387220488,0.05735581535141763,0.02496865084677854
0.014673366672763819,0.08572397773170087,0.09754424699407027,0.05712442420602521,0.024882176186514122
0.014773869184221106,0.0855001313642554,0.09719966660344614,0.05638532589183707,0.024565969092068613
0.01487437169567839,0.08527628499681002,0.09685628536364138,0.055300992701609465,0.024093546609528848
0.014974874207135678,0.08505243862936455,0.09651411607379697,0.054216659511381785,0.023621124126989062
0.015075376718592964,0.08460078652079472,0.09587666933906103,0.053132326321154215,0.023148701644449297
0.015175879230050251,0.0838853802351338,0.0949412856946173,0.052047993130926624,0.022676279161909507
0.015276381741507538,0.08316997394947286,0.09400796291353578,0.05096365994069894,0.022203856679369718
0.015376884252964823,0.08245456766381197,0.09307676299146296,0.049879326750471395,0.021731434196829914
0.01547738676442211,0.08173916137815106,0.09214775028613387,0.048794993560243693,0.02125901171429016
0.015577889275879397,0.08102375509249013,0.0912209916227229,0.04771066037001599,0.020786589231750384
0.015678391787336682,0.08030834880682929,0.0902965564043311,0.04662632717978839,0.02031416674921059
0.01577889429879397,0.07959294252116834,0.08937451672786083,0.045541993989560756,0.019841744266670815
0.015879396810251255,0.07887753623550743,0.08845494750553688,0.04445766079933309,0.019369321784131033
0.01597989932170854,0.07816212994984649,0.08753792659234262,0.043373327609105485,0.018896899301591257
0.01608040183316583,0.07744672366418562,0.08662353491965055,0.04228899441887786,0.018424476819051475
0.016180904344623114,0.07673131737852469,0.08571185663533341,0.041204661228650234,0.017952054336511716
0.016281406856080403,0.07601591109286378,0.08480297925065158,0.04012032803842258,0.017479631853971906
0.016381909367537688,0.07530050480720286,0.08389699379422011,0.03903599484819496,0.01700720937143213
0.016482411878994973,0.07458509852154194,0.08299399497336446,0.03795166165796732,0.016534786888892348
0.01658291439045226,0.07386969223588101,0.08209408134318069,0.036867328467739664,0.01606236440635257
0.016683416901909547,0.07315428595022015,0.08119735548361877,0.03578299527751203,0.015589941923812784
0.016783919413366835,0.07173677753788717,0.07931572883328833,0.034698662087284386,0.015117519441273007
0.01688442192482412,0.07019550792878683,0.07730848981725415,0.03361432889705671,0.014645096958733209
0.016984924436281405,0.0686542383196864,0.075305653289766,0.03252999570682914,0.014172674476193447
0.017085426947738694,0.06711296871058604,0.07330758009290435,0.031445662516601434,0.013700251993653658
0.01718592945919598,0.06557169910148564,0.07131467060052889,0.03036132932637382,0.013227829511113879
0.017286431970653268,0.0640304294923852,0.06932737012718343,0.029276996136146153,0.012755407028574084
0.017386934482110553,0.06248915988328483,0.06734617521987595,0.028192662945918535,0.012282984546034307
0.017487436993567838,0.0609478902741845,0.065371640998572,0.0271083297556909,0.011810562063494534
0.017587939505025126,0.05940662066508407,0.06340438974591048,0.026023996565463305,0.011338139580954752
0.01768844201648241,0.05786535105598368,0.06144512098907166,0.024939663375235697,0.010865717098414957
0.017788944527939696,0.056324081446883306,0.05949462336864734,0.02385533018500801,0.0103932946158752
0.017889447039396985,0.054782811837782906,0.057553788652858685,0.022770996994780378,0.009920872133335408
0.01798994955085427,0.05324154222868256,0.05562362833296533,0.021686663804552742,0.009448449650795629
0.01809045206231156,0.05170027261958208,0.05370529332994084,0.020602330614325096,0.008976027168255851
0.018190954573768844,0.05015900301048175,0.05180009745638826,0.01951799742409748,0.008503604685716065
0.01829145708522613,0.04861773340138137,0.04990954541400725,0.018433664233869843,0.008031182203176291
0.018391959596683417,0.047169589174056135,0.048154362818789265,0.017349331043642193,0.0075587597206365036
0.018492462108140702,0.04600637091454761,0.04675589442034349,0.016264997853414575,0.007086337238096724
0.01859296461959799,0.04484315265503899,0.04539180439978918,0.015180664663186889,0.00661391475555693
0.018693467131055276,0.0436799343955304,0.04406528553579166,0.014096331472959269,0.006141492273017154
0.01879396964251256,0.042516716136021857,0.0427798329951472,0.013011998282731672,0.005669069790477383
0.01889447215396985,0.04135349787651327,0.0415392594047393,0.011927665092503988,0.005196647307937592
0.018994974665427135,0.04019027961700471,0.04034770466526532,0.010843331902276375,0.004724224825397814
0.01909547717688442,0.039027061357496146,0.0392096379819609,0.009758998712048753,0.00425180234285804
0.01919597968834171,0.03786384309798755,0.03812984905106621,0.008674665521821097,0.0037793798603182513
0.019296482199798994,0.03670062483847898,0.03711342487156727,0.007590332331593463,0.0033069573777784736
0.019396984711256282,0.035537406578970365,0.036165708368529816,0.006505999141365816,0.0028345348952386845
0.019497487222713567,0.03437418831946182,0.03529223508021754,0.0054216659511381856,0.002362112412698907
0.019597989734170852,0.03321097005995324,0.03449864477304628,0.004337332760910561,0.0018896899301591328
0.01969849224562814,0.03204775180044465,0.03379056620502294,0.003252999570682909,0.001417267447619342
0.019798994757085426,0.0308845335409361,0.03317347550069106,0.0021686663804552806,0.0009448449650795663
0.019899497268542714,0.029721315281427466,0.03265253172716582,0.0010843331902276219,0.00047242248253977535
0.01999999978,0.028558097021918933,0.0322323970354657,0.0,0.0
